n_cells,path_km,duration_min,avg_path_danger,max_path_danger,danger_removed,coverage_km2,path_str
4,20.0,17.14,1.819577,1.84461,1.485092,100.0,"8,28;8,29;9,29;9,28"
4,20.0,17.14,1.816369,1.818155,1.511832,100.0,"19,10;19,11;18,11;18,10"
6,30.0,25.71,1.816153,1.818155,2.237265,150.0,"19,12;18,12;18,11;18,10;19,10;19,11"
4,20.0,17.14,1.816143,1.81663,1.516269,100.0,"18,11;18,12;19,12;19,11"
6,30.0,25.71,1.815922,1.81663,2.241703,150.0,"19,11;19,12;19,13;18,13;18,12;18,11"
4,20.0,17.14,1.8156,1.816125,1.516541,100.0,"18,13;19,13;19,12;18,12"
6,30.0,25.71,1.815535,1.818155,2.196214,150.0,"19,10;19,11;18,11;18,10;18,9;19,9"
4,20.0,17.14,1.81502,1.818155,1.47078,100.0,"18,9;18,10;19,10;19,9"
6,30.0,25.71,1.814725,1.81663,2.241731,150.0,"19,11;19,12;18,12;17,12;17,11;18,11"
6,30.0,25.71,1.814183,1.816125,2.242423,150.0,"18,12;17,12;17,13;18,13;19,13;19,12"
4,20.0,17.14,1.81401,1.818155,1.454927,100.0,"19,9;20,9;20,10;19,10"
6,30.0,25.71,1.814009,1.818155,2.224985,150.0,"18,11;17,11;17,10;18,10;19,10;19,11"
4,20.0,17.14,1.813899,1.816502,1.517207,100.0,"17,12;18,12;18,11;17,11"
4,20.0,17.14,1.813596,1.848014,1.471949,100.0,"9,26;9,25;8,25;8,26"
6,30.0,25.71,1.813558,1.816502,2.243086,150.0,"17,12;17,13;18,13;18,12;18,11;17,11"
6,30.0,25.71,1.813439,1.818155,2.155405,150.0,"19,9;20,9;20,10;19,10;18,10;18,9"
4,20.0,17.14,1.813327,1.815318,1.517885,100.0,"18,12;18,13;17,13;17,12"
6,30.0,25.71,1.812803,1.816502,2.226757,150.0,"17,11;17,12;18,12;18,11;18,10;17,10"
4,20.0,17.14,1.812317,1.816502,1.500878,100.0,"17,10;18,10;18,11;17,11"
6,30.0,25.71,1.812024,1.818155,2.167874,150.0,"20,9;20,10;20,11;19,11;19,10;19,9"
6,30.0,25.71,1.81202,1.815318,2.243764,150.0,"17,14;18,14;18,13;18,12;17,12;17,13"
6,30.0,25.71,1.811854,1.818155,2.205803,150.0,"19,10;20,10;20,11;19,11;18,11;18,10"
6,30.0,25.71,1.811409,1.816125,2.210762,150.0,"19,12;20,12;20,13;19,13;18,13;18,12"
4,20.0,17.14,1.811141,1.815291,1.517911,100.0,"17,14;18,14;18,13;17,13"
6,30.0,25.71,1.811058,1.816502,2.242846,150.0,"17,11;16,11;16,12;17,12;18,12;18,11"
6,30.0,25.71,1.810966,1.816125,2.241975,150.0,"18,13;18,14;19,14;19,13;19,12;18,12"
6,30.0,25.71,1.8106,1.815318,2.243773,150.0,"17,12;18,12;18,13;17,13;16,13;16,12"
6,30.0,25.71,1.81047,1.81663,2.210483,150.0,"19,12;20,12;20,11;19,11;18,11;18,12"
4,20.0,17.14,1.810108,1.818155,1.483499,100.0,"19,10;19,11;20,11;20,10"
6,30.0,25.71,1.809766,1.84461,2.198024,150.0,"9,29;8,29;8,28;8,27;9,27;9,28"
4,20.0,17.14,1.809462,1.816125,1.484876,100.0,"20,12;19,12;19,13;20,13"
4,20.0,17.14,1.809353,1.84461,1.484873,100.0,"9,28;8,28;8,27;9,27"
6,30.0,25.71,1.809222,1.818155,2.196447,150.0,"20,10;19,10;19,11;19,12;20,12;20,11"
6,30.0,25.71,1.809085,1.816502,2.216995,150.0,"16,10;17,10;18,10;18,11;17,11;16,11"
6,30.0,25.71,1.808991,1.81663,2.197753,150.0,"19,12;19,13;20,13;20,12;20,11;19,11"
6,30.0,25.71,1.808749,1.815667,2.242449,150.0,"19,14;19,13;18,13;17,13;17,14;18,14"
4,20.0,17.14,1.808632,1.812236,1.517021,100.0,"16,11;17,11;17,12;16,12"
4,20.0,17.14,1.808589,1.815667,1.516554,100.0,"18,14;18,13;19,13;19,14"
4,20.0,17.14,1.808248,1.812236,1.517933,100.0,"16,12;17,12;17,13;16,13"
6,30.0,25.71,1.808222,1.812236,2.242916,150.0,"17,13;16,13;16,12;16,11;17,11;17,12"
4,20.0,17.14,1.80775,1.81663,1.484805,100.0,"20,12;19,12;19,11;20,11"
6,30.0,25.71,1.807603,1.815291,2.243806,150.0,"16,13;17,13;18,13;18,14;17,14;16,14"
6,30.0,25.71,1.807287,1.84461,2.197376,150.0,"9,28;9,27;9,26;8,26;8,27;8,28"
6,30.0,25.71,1.807001,1.812236,2.217509,150.0,"16,10;16,11;16,12;17,12;17,11;17,10"
6,30.0,25.71,1.80623,1.812236,2.243828,150.0,"17,13;17,14;16,14;16,13;16,12;17,12"
4,20.0,17.14,1.805955,1.811539,1.491614,100.0,"17,11;16,11;16,10;17,10"
6,30.0,25.71,1.805779,1.848014,2.184897,150.0,"8,25;9,25;9,26;9,27;8,27;8,26"
4,20.0,17.14,1.804798,1.810462,1.517966,100.0,"16,13;16,14;17,14;17,13"
6,30.0,25.71,1.804576,1.812236,2.243828,150.0,"17,13;16,13;15,13;15,12;16,12;17,12"
6,30.0,25.71,1.80443,1.812236,2.24291,150.0,"15,11;15,12;16,12;17,12;17,11;16,11"
6,30.0,25.71,1.804075,1.815667,2.210775,150.0,"19,14;20,14;20,13;19,13;18,13;18,14"
6,30.0,25.71,1.802154,1.816125,2.197824,150.0,"20,13;20,12;19,12;19,13;19,14;20,14"
6,30.0,25.71,1.801282,1.811539,2.217259,150.0,"16,10;17,10;17,11;16,11;15,11;15,10"
4,20.0,17.14,1.801189,1.80595,1.517942,100.0,"16,12;15,12;15,13;16,13"
6,30.0,25.71,1.800929,1.810462,2.243861,150.0,"15,14;15,13;16,13;17,13;17,14;16,14"
6,30.0,25.71,1.800807,1.815291,2.24379,150.0,"18,15;17,15;17,14;17,13;18,13;18,14"
4,20.0,17.14,1.800701,1.80595,1.517276,100.0,"16,11;15,11;15,12;16,12"
6,30.0,25.71,1.800676,1.80595,2.243171,150.0,"16,12;16,11;15,11;15,12;15,13;16,13"
6,30.0,25.71,1.799927,1.810462,2.243861,150.0,"17,15;17,14;17,13;16,13;16,14;16,15"
4,20.0,17.14,1.799506,1.815667,1.48488,100.0,"20,14;19,14;19,13;20,13"
6,30.0,25.71,1.79877,1.80595,2.22707,150.0,"15,10;16,10;16,11;16,12;15,12;15,11"
6,30.0,25.71,1.79849,1.80595,2.243838,150.0,"15,12;15,13;15,14;16,14;16,13;16,12"
4,20.0,17.14,1.797279,1.804802,1.501175,100.0,"15,11;15,10;16,10;16,11"
4,20.0,17.14,1.796985,1.813264,1.471942,100.0,"5,40;5,41;6,41;6,40"
4,20.0,17.14,1.796859,1.804344,1.517968,100.0,"15,14;16,14;16,13;15,13"
4,20.0,17.14,1.79665,1.842288,1.484419,100.0,"8,27;9,27;9,26;8,26"
4,20.0,17.14,1.796189,1.807674,1.517967,100.0,"17,14;16,14;16,15;17,15"
6,30.0,25.71,1.796099,1.80595,2.243838,150.0,"14,13;14,12;15,12;16,12;16,13;15,13"
6,30.0,25.71,1.795643,1.84461,2.210988,150.0,"10,29;10,28;9,28;8,28;8,29;9,29"
4,20.0,17.14,1.794772,1.811137,1.517912,100.0,"17,14;18,14;18,15;17,15"
6,30.0,25.71,1.794147,1.80595,2.243171,150.0,"14,12;14,11;15,11;16,11;16,12;15,12"
6,30.0,25.71,1.793982,1.811137,2.243807,150.0,"16,14;17,14;18,14;18,15;17,15;16,15"
6,30.0,25.71,1.793142,1.815667,2.241988,150.0,"18,13;18,14;18,15;19,15;19,14;19,13"
6,30.0,25.71,1.79269,1.804344,2.243864,150.0,"16,13;16,14;15,14;14,14;14,13;15,13"
6,30.0,25.71,1.791761,1.804344,2.243864,150.0,"15,14;15,13;16,13;16,14;16,15;15,15"
4,20.0,17.14,1.791575,1.797553,1.517957,100.0,"15,13;15,12;14,12;14,13"
6,30.0,25.71,1.791544,1.807674,2.243863,150.0,"16,14;17,14;17,15;16,15;15,15;15,14"
6,30.0,25.71,1.790077,1.84461,2.201179,150.0,"8,30;9,30;9,29;9,28;8,28;8,29"
6,30.0,25.71,1.78976,1.797553,2.243605,150.0,"14,13;15,13;15,12;15,11;14,11;14,12"
6,30.0,25.71,1.789492,1.797553,2.243852,150.0,"14,13;14,12;15,12;15,13;15,14;14,14"
6,30.0,25.71,1.78891,1.804802,2.22707,150.0,"14,10;14,11;15,11;16,11;16,10;15,10"
4,20.0,17.14,1.788772,1.79691,1.517969,100.0,"15,14;15,13;14,13;14,14"
4,20.0,17.14,1.788532,1.797553,1.51771,100.0,"14,11;14,12;15,12;15,11"
6,30.0,25.71,1.787974,1.811137,2.24245,150.0,"17,14;18,14;19,14;19,15;18,15;17,15"
4,20.0,17.14,1.787328,1.796711,1.517969,100.0,"16,15;15,15;15,14;16,14"
6,30.0,25.71,1.786177,1.815667,2.197828,150.0,"19,15;19,14;19,13;20,13;20,14;20,15"
4,20.0,17.14,1.78555,1.799416,1.472394,100.0,"9,17;8,17;8,18;9,18"
6,30.0,25.71,1.785014,1.797553,2.239815,150.0,"14,12;15,12;15,11;15,10;14,10;14,11"
6,30.0,25.71,1.784454,1.797553,2.243852,150.0,"14,13;15,13;15,12;14,12;13,12;13,13"
6,30.0,25.71,1.782808,1.796711,2.243865,150.0,"16,14;16,15;15,15;14,15;14,14;15,14"
6,30.0,25.71,1.782745,1.79691,2.243864,150.0,"14,15;15,15;15,14;15,13;14,13;14,14"
4,20.0,17.14,1.782558,1.804777,1.500717,100.0,"7,39;7,40;6,40;6,39"
4,20.0,17.14,1.782055,1.7945,1.51392,100.0,"14,10;14,11;15,11;15,10"
4,20.0,17.14,1.781974,1.811137,1.516555,100.0,"19,15;19,14;18,14;18,15"
6,30.0,25.71,1.781116,1.848014,2.197845,150.0,"8,25;8,26;9,26;10,26;10,25;9,25"
6,30.0,25.71,1.780537,1.79691,2.243864,150.0,"13,14;14,14;15,14;15,13;14,13;13,13"
4,20.0,17.14,1.780409,1.795641,1.504068,100.0,"10,19;10,18;9,18;9,19"
6,30.0,25.71,1.779649,1.797553,2.243605,150.0,"14,12;15,12;15,11;14,11;13,11;13,12"
6,30.0,25.71,1.778876,1.811137,2.210776,150.0,"19,15;18,15;18,14;19,14;20,14;20,15"
6,30.0,25.71,1.778558,1.7945,2.214372,150.0,"14,11;14,10;14,9;15,9;15,10;15,11"
4,20.0,17.14,1.778065,1.787524,1.517966,100.0,"13,13;13,12;14,12;14,13"
4,20.0,17.14,1.77801,1.789471,1.517969,100.0,"15,15;15,14;14,14;14,15"
4,20.0,17.14,1.777843,1.812515,1.516585,100.0,"9,28;10,28;10,29;9,29"
6,30.0,25.71,1.775989,1.796711,2.243865,150.0,"15,14;16,14;16,15;16,16;15,16;15,15"
6,30.0,25.71,1.775135,1.787524,2.243862,150.0,"13,13;13,14;14,14;14,13;14,12;13,12"
6,30.0,25.71,1.77494,1.807674,2.243862,150.0,"16,15;16,14;17,14;17,15;17,16;16,16"
4,20.0,17.14,1.774772,1.789373,1.488477,100.0,"15,9;15,10;14,10;14,9"
4,20.0,17.14,1.774211,1.787524,1.517969,100.0,"13,13;13,14;14,14;14,13"
6,30.0,25.71,1.774023,1.787524,2.243822,150.0,"14,13;13,13;13,12;13,11;14,11;14,12"
6,30.0,25.71,1.774019,1.795641,2.229493,150.0,"9,18;9,19;9,20;10,20;10,19;10,18"
4,20.0,17.14,1.773529,1.792261,1.48488,100.0,"19,14;19,15;20,15;20,14"
6,30.0,25.71,1.773209,1.813264,2.197838,150.0,"7,41;6,41;5,41;5,40;6,40;7,40"
4,20.0,17.14,1.771461,1.784314,1.517927,100.0,"13,12;13,11;14,11;14,12"
6,30.0,25.71,1.771351,1.799416,2.19829,150.0,"9,18;10,18;10,17;9,17;8,17;8,18"
6,30.0,25.71,1.771293,1.799416,2.185342,150.0,"8,16;9,16;9,17;9,18;8,18;8,17"
4,20.0,17.14,1.770834,1.817877,1.488232,100.0,"8,30;8,29;9,29;9,30"
4,20.0,17.14,1.770325,1.789844,1.504059,100.0,"9,20;9,19;10,19;10,20"
6,30.0,25.71,1.769511,1.804777,2.226613,150.0,"8,39;7,39;6,39;6,40;7,40;8,40"
6,30.0,25.71,1.769416,1.84461,2.210769,150.0,"8,27;8,28;9,28;10,28;10,27;9,27"
6,30.0,25.71,1.769155,1.7945,2.239815,150.0,"15,11;15,10;14,10;13,10;13,11;14,11"
6,30.0,25.71,1.767444,1.787524,2.243862,150.0,"12,13;12,12;13,12;14,12;14,13;13,13"
4,20.0,17.14,1.767438,1.788097,1.517969,100.0,"15,16;15,15;16,15;16,16"
6,30.0,25.71,1.76731,1.795641,2.229502,150.0,"9,17;10,17;10,18;10,19;9,19;9,18"
4,20.0,17.14,1.766844,1.790442,1.517233,100.0,"7,40;7,39;8,39;8,40"
6,30.0,25.71,1.765976,1.789471,2.243865,150.0,"15,14;14,14;14,15;14,16;15,16;15,15"
6,30.0,25.71,1.764171,1.784314,2.243407,150.0,"14,10;14,11;14,12;13,12;13,11;13,10"
6,30.0,25.71,1.763397,1.789844,2.229291,150.0,"10,20;10,19;9,19;9,20;9,21;10,21"
6,30.0,25.71,1.763005,1.811137,2.243791,150.0,"18,15;18,16;17,16;17,15;17,14;18,14"
4,20.0,17.14,1.76288,1.768647,1.471933,100.0,"9,21;8,21;8,20;9,20"
6,30.0,25.71,1.762406,1.789373,2.214372,150.0,"13,10;13,9;14,9;15,9;15,10;14,10"
6,30.0,25.71,1.762344,1.784314,2.243822,150.0,"12,11;13,11;14,11;14,12;13,12;12,12"
6,30.0,25.71,1.761792,1.792273,2.243863,150.0,"15,16;15,15;16,15;17,15;17,16;16,16"
6,30.0,25.71,1.761759,1.812515,2.24248,150.0,"9,28;9,29;10,29;11,29;11,28;10,28"
6,30.0,25.71,1.761576,1.788097,2.243865,150.0,"15,16;14,16;14,15;15,15;16,15;16,16"
4,20.0,17.14,1.761313,1.792273,1.517967,100.0,"17,16;16,16;16,15;17,15"
4,20.0,17.14,1.761258,1.795641,1.513416,100.0,"10,18;10,17;9,17;9,18"
6,30.0,25.71,1.761091,1.789471,2.243865,150.0,"14,14;13,14;13,15;14,15;15,15;15,14"
6,30.0,25.71,1.760056,1.787524,2.243865,150.0,"14,14;14,15;13,15;13,14;13,13;14,13"
6,30.0,25.71,1.759196,1.811137,2.241988,150.0,"18,14;18,15;18,16;19,16;19,15;19,14"
6,30.0,25.71,1.758684,1.768647,2.172411,150.0,"9,21;9,22;8,22;8,21;8,20;9,20"
6,30.0,25.71,1.758669,1.804777,2.226153,150.0,"6,39;7,39;7,40;7,41;6,41;6,40"
6,30.0,25.71,1.75851,1.792261,2.197828,150.0,"20,16;19,16;19,15;19,14;20,14;20,15"
6,30.0,25.71,1.758361,1.842288,2.210315,150.0,"10,26;10,27;9,27;8,27;8,26;9,26"
4,20.0,17.14,1.758206,1.77077,1.517969,100.0,"13,13;13,12;12,12;12,13"
6,30.0,25.71,1.758199,1.768647,2.197829,150.0,"8,20;8,21;9,21;10,21;10,20;9,20"
4,20.0,17.14,1.758176,1.783656,1.484435,100.0,"9,17;9,16;8,16;8,17"
4,20.0,17.14,1.757764,1.777762,1.517511,100.0,"14,11;14,10;13,10;13,11"
4,20.0,17.14,1.757024,1.761721,1.474845,100.0,"14,7;13,7;13,8;14,8"
4,20.0,17.14,1.756301,1.775035,1.517969,100.0,"14,15;15,15;15,16;14,16"
6,30.0,25.71,1.755654,1.777762,2.23979,150.0,"13,11;14,11;14,10;14,9;13,9;13,10"
4,20.0,17.14,1.75539,1.768647,1.513204,100.0,"9,20;9,21;10,21;10,20"
6,30.0,25.71,1.75516,1.761721,2.200491,150.0,"14,9;14,8;14,7;13,7;13,8;13,9"
4,20.0,17.14,1.754165,1.804777,1.513206,100.0,"7,41;7,40;6,40;6,41"
6,30.0,25.71,1.754099,1.77077,2.24386,150.0,"12,12;12,11;13,11;13,12;13,13;12,13"
4,20.0,17.14,1.754073,1.761721,1.500485,100.0,"14,9;14,8;13,8;13,9"
4,20.0,17.14,1.753872,1.760513,1.471503,100.0,"9,21;9,22;8,22;8,21"
6,30.0,25.71,1.753234,1.813264,2.185093,150.0,"5,42;5,41;5,40;6,40;6,41;6,42"
4,20.0,17.14,1.752997,1.769653,1.517964,100.0,"12,11;12,12;13,12;13,11"
6,30.0,25.71,1.752579,1.766584,2.22638,150.0,"13,10;14,10;14,9;14,8;13,8;13,9"
6,30.0,25.71,1.752269,1.812515,2.242009,150.0,"10,29;9,29;9,28;9,27;10,27;10,28"
6,30.0,25.71,1.751853,1.761721,2.200731,150.0,"12,8;13,8;14,8;14,7;13,7;12,7"
6,30.0,25.71,1.75152,1.787524,2.243865,150.0,"13,13;14,13;14,14;13,14;12,14;12,13"
6,30.0,25.71,1.750579,1.792273,2.243808,150.0,"16,16;16,15;17,15;18,15;18,16;17,16"
4,20.0,17.14,1.750511,1.766584,1.513894,100.0,"14,9;14,10;13,10;13,9"
4,20.0,17.14,1.75051,1.781184,1.517969,100.0,"14,14;13,14;13,15;14,15"
6,30.0,25.71,1.750384,1.788097,2.243865,150.0,"16,15;15,15;15,16;15,17;16,17;16,16"
6,30.0,25.71,1.749444,1.817877,2.214127,150.0,"10,30;9,30;8,30;8,29;9,29;10,29"
4,20.0,17.14,1.749098,1.80006,1.513213,100.0,"10,25;9,25;9,26;10,26"
4,20.0,17.14,1.748835,1.758193,1.487296,100.0,"13,6;12,6;12,7;13,7"
6,30.0,25.71,1.74843,1.795641,2.229964,150.0,"10,18;9,18;9,19;10,19;11,19;11,18"
6,30.0,25.71,1.748114,1.768647,2.235508,150.0,"9,20;10,20;10,21;10,22;9,22;9,21"
6,30.0,25.71,1.747813,1.758193,2.212935,150.0,"12,6;13,6;13,7;13,8;12,8;12,7"
6,30.0,25.71,1.747732,1.760513,2.197399,150.0,"10,21;9,21;8,21;8,22;9,22;10,22"
4,20.0,17.14,1.747146,1.753852,1.512958,100.0,"13,7;12,7;12,8;13,8"
6,30.0,25.71,1.746609,1.775035,2.243865,150.0,"15,15;14,15;14,16;14,17;15,17;15,16"
4,20.0,17.14,1.745361,1.80006,1.50093,100.0,"9,24;9,25;10,25;10,24"
6,30.0,25.71,1.745209,1.769653,2.243858,150.0,"11,11;11,12;12,12;13,12;13,11;12,11"
6,30.0,25.71,1.744746,1.777762,2.243407,150.0,"13,10;14,10;14,11;13,11;12,11;12,10"
4,20.0,17.14,1.743997,1.762544,1.48488,100.0,"19,16;20,16;20,15;19,15"
6,30.0,25.71,1.743716,1.761721,2.22638,150.0,"14,9;13,9;12,9;12,8;13,8;14,8"
6,30.0,25.71,1.743439,1.77077,2.243864,150.0,"12,12;13,12;13,13;13,14;12,14;12,13"
6,30.0,25.71,1.742467,1.790442,2.242657,150.0,"8,40;8,39;8,38;7,38;7,39;7,40"
6,30.0,25.71,1.742389,1.80006,2.226364,150.0,"10,26;10,25;10,24;9,24;9,25;9,26"
6,30.0,25.71,1.742162,1.812515,2.242221,150.0,"9,29;9,30;10,30;10,29;10,28;9,28"
6,30.0,25.71,1.74213,1.792273,2.24245,150.0,"18,15;17,15;17,16;18,16;19,16;19,15"
4,20.0,17.14,1.741552,1.755238,1.51301,100.0,"9,21;10,21;10,22;9,22"
6,30.0,25.71,1.740725,1.769653,2.243822,150.0,"13,11;13,10;12,10;12,11;12,12;13,12"
4,20.0,17.14,1.740513,1.790442,1.516778,100.0,"7,38;8,38;8,39;7,39"
4,20.0,17.14,1.739805,1.792273,1.517912,100.0,"18,16;18,15;17,15;17,16"
6,30.0,25.71,1.739585,1.753852,2.238846,150.0,"12,9;13,9;13,8;13,7;12,7;12,8"
6,30.0,25.71,1.739034,1.768001,2.210776,150.0,"19,16;20,16;20,15;19,15;18,15;18,16"
4,20.0,17.14,1.738683,1.771163,1.517914,100.0,"10,28;11,28;11,29;10,29"
6,30.0,25.71,1.738508,1.795641,2.239311,150.0,"11,18;10,18;9,18;9,17;10,17;11,17"
4,20.0,17.14,1.737945,1.768001,1.516555,100.0,"18,16;19,16;19,15;18,15"
6,30.0,25.71,1.736902,1.817877,2.213665,150.0,"9,31;9,30;9,29;8,29;8,30;8,31"
4,20.0,17.14,1.736872,1.750566,1.517967,100.0,"12,12;12,11;11,11;11,12"
6,30.0,25.71,1.736522,1.804777,2.213649,150.0,"6,38;7,38;7,39;7,40;6,40;6,39"
6,30.0,25.71,1.736288,1.781184,2.243865,150.0,"14,16;13,16;13,15;13,14;14,14;14,15"
6,30.0,25.71,1.73619,1.795641,2.238849,150.0,"10,18;9,18;9,17;9,16;10,16;10,17"
6,30.0,25.71,1.736159,1.758193,2.212971,150.0,"11,6;11,7;12,7;13,7;13,6;12,6"
